Anime,Text,Sentiment
Прегрешение: Семь смертных грехов / Sin: Nanatsu no Taizai,"Не хорошо, но и не плохо. В принципе, смотреть можно, блевать не будете. Сюжет крайне прост, как и персонажи, запоминаются только внешностью. Неплохой опенинг и ендинг. Не считаю что это аниме худшее или бессмысленное: я уверен есть похуже. И в целом за даже таким обыкновенным сюжетом было интересно наблюдать. В общем, 5 баллов",0
"Труська, Чулко и пресвятой Подвяз / Panty & Stocking with Garterbelt","А мне вот понравилось, как стёбная пародия на американские мульты про борцов со злом.Смотрела сей ""оняме-мульт"" ещё давно, но даже не представляла, что это аниме (ну с такой то рисовкой и отсылками на американскую культуру, и музыка тоже на английском). Тогда не шибко понравилось, посмотрела три серии и всё на этом. Решила спустя долгое время заценить ещё раз и даже очень зашло.Сюжет пародирует типичные американские мульт-сериалы про супергероев, или просто борцов за справедливость. Мне вот во время просмотра всё это очень напоминало Бен Тен, Ким 5+ и Суперкрошек (кто смотрел, тот скорее всего поймёт о чём я). Жили-были себе ""ангелочки"" на небесах, но из за отвратительное поведение вернули обратно на бренную землю искупать грехи, собирая монетки и истребляя призраков, с чем героини вполне себе справляются. Сам сюжет тут только в сериях первой и последней, остальное время занимают файтинги и чистый треш (ну и чуток фансервиса, да), как это обычно бывает у Гайнакса, концовка кстати слегка удивила спойлерхоть я уже догадывалась о происхождении  Стокинг , но всё же удивило, когда догадки подтвердились. Так что любителям глубоко сюжета однозначно советую обходить данный тайтл за три версты, а вот любителям треша, стёба, комедии и фансервиса - добро пожаловать ! Так же очень советую данный тайтл всем любителям отсылочек, коих тут очень много, чего стоит только один этот клип: тут и отсылки на Green Day , Элвиса Пресли, Мэрли Мэнсона, Леди Гагу, Beatles и много-много всего прочего.youtubeПро самих героев говорить особо нечего, своими поступками они сами всё о себе расскажут, но если уж отмечать самого лучшего персонажа в тайтле, то я однозначно за Стокинг, обожаю таких тян. В принципе все персонажи здесь ходячие карикатуры со своими изюминками ввиду жанров, но всё же они довольно интересны.Рисовка минималистичная  и яркая, чем и очаровывает. Чардизы тоже потрясающие, я буквально в них влюбилась с первого взгляда.  Музыка тут просто идеальна. Гайнакс тут особенно постарались, ибо каждый ост соответствует настроению на экране, многие из даже являются полноценными песнями.youtube youtube youtubeСтавлю только 9 чулочков из 10, из-за некоторых откровенно скучноватых серий, а так было бы идеально.Спасибо за прочтение и надеюсь отзыв был полезен.",1
Перекати-поле Ран Цукикагэ / Kazemakase Tsukikage Ran,"Вас ждёт самурайский лёгкий на просмотр тайтл слайс. Две ГГ ходят из деревни в деревню защищая ихних жителей от несправедливости.Наша  Ран Цукикагэ самурай женщина, алкоголик - аля супермен-алкаш. Её напарница Мяу, вечно с шилом в попке, ветренная, глупенькая. Именно Мяу держит планку жанра комедия.Бои происходят без кровяки и убийств - видимо для европы специально делали.Самураи и без крови - это странненько. Как будто деревянными мечами дерутся.ноСкушал за один день. 8/10",1
Лилии на ветру / Yuru Yuri,"И так, главное отличие от других моэ слайсов, как нетрудно догадаться, количество юри-девочек тут больше чем 1-2, и это аниму и спасло. Сёдзе-ай тут совсем лёгкий, чисто комедийный, так что действий, как в Sakura Trick, ждать не надо, почти единственные целовашки будут в последней серии, и то опять таки чисто комедийные, но несмотря на это анима следует юрийным канонам спойлер- сестры-лесбиянки(да ещё близняшки), учитель/ученик, сисястая/доска и безумная любоф. Типажи Персонажей довольно стандарты - прекрасная генке, которая не бесит и любит клеиться и троллить, одна из спасителей этой анимы; самая спокойная и здравомыслящая Юи, время от времени раскрывая свои кавайные чувства; Розовая Эгоистичная Тварь которую хочеться убить, но тут она бесила время от времени, на том спасибо; и никакая ГГ которой и нету почти нифига - ничего нового. Но всю игру тут делает студ.совет - Аяно, блестящий образец цундере, хоть в пособие вписывай, ни бесит ни грамма, главное не забывает включать ""дере"", да и ""цун""ом она прекрасно работает, однако без Читосе Аяно работала бы так себе, мечты очкастой главное, что даёт тут сёдзе-ай и считай это одни из самых смешных моментов, всё же анима малость временами была тоскливой и её вытягивало всё, что может вытянуть. Не стоит забывать и остальных персонажей, тут их показывали маловато, но они тоже тащили, жалко их маловато было, а офигенность Сенсея думаю упоминать не стоит, сенсеи везде шикарны.Ну анима определённо смотрится быстро и очень лёгкое, если вы смотрите ""повседневные дни девочек-школьниц"", то вам сюда. Если любите ""девичью дружбу"" то определённо сюда, ибо именно с этой анимы меня покорила ""девичья любовь"".",1
Правильный ответ: «Кадо» / Seikaisuru Kado,"Школьников почти нет и гг не школьник. хотя школьница всех побеждает в конце. Фансервиса и превозмоганий нет. Персонажи интересны и не глупы. Вообще все очень сдержанно, но выполненно достойно. Концовка несколько сумбурна, но меня сумели удивить и это приятно. Есть, конечно, пунктик про добрых японцев и злых ""всех остальных"", но не тычут в глаза и на том спасибо. Очень годно получилось, всем рекомендую.",1
Белый альбом 2 / White Album 2,"Думал-думал, и решил написать свою никому не нужный 33 отзыв( Еххх...Ну что приступим?Начну с главного - с сюжета...В жизни всякое случается, встречи, знакомства, любовь - это то что переживает наш ГГ, за типажом он - ОЯш (обычная японская швабра)...Влюбился в девушку, в него влюбилась девушка вышел любовный треугольник...И конечно надо еще чем то эту еду приправить авторы решили музыкой...Вах, осты тут очень годные : это отличная еда для вашего плейлиста) Душевная, трогательная нежная музыка - мечта романтического человека...Это блюдо мы прикрасим красочной рисовкой...Эти глаза, эти пейзажи все радует глаз)...Хотелось бы с обстановки перейти к действующим лицам...Тут 3 главных героя : 2 тянки и 1 кун...Как и в ГЭ я начну с богини...Тома - хороший персонаж, стеснительная и холодна, но добрая и нежная...Ее действия можно понять, но скрывать собственные чувства глупо...Из-за этого она пострадала и дала ложную надежду Сэцуне, чем эта и воспользовалась...Хотя она тупила, но все равно я был за нее...Сэцуна - тянка для противопоставление скрытой Томы, это норма что одна девушка интроверт, а вторая экстраверт. Тут экстраверта выставили дрянью...Почему спросите вы? Я надеялся что она действительно любит ГГ и не хотела ждать пока Тома решится признаться в своих чувствах...Потом оказалось что она действительно влюбилась в ГГ что и так было понятно, но сказала что соврала и выставила себя эгоисткой...А теперь к Главному дерьму - блин, у меня горело от Сейджи, реально горело, и тут по моему не исцелившемуся заду проехался Харуки...Этот ГГ что сначала показался достаточно неплохим персом к концу слился, сказать что это ожидаемо? Да...Опять ГГ добрый к тянкам, опять не хочет никого оскорбить, но эта его безяйцевость принесла боль всем участникам треугольникам...Он растоптал чувства Сэцуны после чего мне стало ее ОЧЕНЬ жаль...спойлерИ еще переспал с Казуной + поцелуй в аэропорту это было очень жестоко, настолько что я прям таки его возненавидел( Жаль что такому тайтлу дали такую швабру( Итог : что Вам сказать я долго думал что ему поставить...Атмосфера отличная, музыка превосходная, рисовка чудесная, тян годные, гг дерьмо, но это не важно; показали секс, извините, но меня это меня приятно удивило, романтика годная, очень понравилась...Один минус, еххх как не прискорбно Харуки так ни с кем и не осталось, но я и рад... Где то 9 влепить можно спокойно, еще бы ОВу с тем что в будущем будет показали или эпилог после эндинга поставил бы 10...Хочу еще заметить что тайтл за составом главных героев похож на Орегайру, но мб мне только так кажется(  Рекомендовано к просмотруP.S. Спасибо @бищоджо сенши хоффер который хоронит ослов за то что порекомендовал этот тайтл, и желаю ему вдохновение для ревотча Стального Алхимика)",1
Милый во Франксе / Darling in the FranXX,"Не понимаю волну негодования в сторону этого тайтла, безусловно, это лучшее из весеннего сезона.Да есть сопли, да есть типична японская эмоциональная экспрессивность,да у некоторых персонажей чересчур резко менялся психотип, да некоторые моменты вызывали вопросы, но черт подери это было чертовски захватывающе, я уже давно не смотрел залпом по 7-8 серий. Наконец-то мы увидели законченную и в какой то степени продуманную историю, ответили на все вопросы которые возникли в процессе, и показали действительно интересную историю. Наконец-то проработанные и раскрытые персонажи, хотя конечно парочку персонажей так и не раскрыли.Что касается посыла, многие говорят что не поняли его, это проблема восприятия смотрящего. Эмоционально тайтл очень сильный, хоть и не обошлось без недостатков. 10 балов, Triger и A-1 молодцы, как всегда хорошая работа.",1
Сними меня / Photokano,"досмотрев до 6 серии, не мог понять, почему такая маленькая оценка??? после просмотра 7 серии все стало ясно, дальше идет полный калос, оказывается это аниме ""арочное"" по мне дак, в нем только 6 серий и должно быть.оценка такова :""9"" за первую половину, остальное - ""0"", и того, за все аниме - ""4.5"", округлив в меньшую сторону - ""4"".большей оценки это аниме не заслуживает, имхо",0
Данганронпа 3: Конец школы надежды — Отчаяние / Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Ну что я скажу,кароч жестоко как всегда...Не смотря на то что я написала"" как всегда ""я смотрела только первй сезон и больше ничегошеньки связанного с Ронпой не видеть и незнать...Нуууууссс это уже детали!Кароччч,жесткости в этом сезоне нет границ,я уже не ожидала такогохэппи энда,но всё же я не ожидала ,что автор зайдет так далеко,что даже я ,самый оптимистичный оптимист города сего заражусь отчаньем!Карочччч всё настолько отвратительно,что вырвать хочется!Также у меня такойй вопроссссЗачем Хинатика надо было ставить впереди всех главных героев,хотя о сам на ГГ не походит??Ну что скажать жестокооо...и...всё!Сюжет интересный ,но порой не логичный и слиииишком не справедливый прям как Akame ga Kill чесс слово!А так 8 из 10 за рисовочку ,опенинг и атмосферу жуткости буууууу!",1
Зверь под юбкой / Skirt no Naka wa Kedamono deshita.,"Изначально думала, что это юри \да, я разучилась смотреть на жанры\. Я такая сижу, смотрю, 3 серия, вроде всё нормально..И тут БАЦ! Нежданчик! Вообщем меня всё равно затянуло и мне очень даже понравилось вообщем если ты хочешь посмотреть юри, то это аниме не для тебя :з",1
Акира / Akira,"Зачем я пытаюсь нести психоделику в массы? Достойна ли масса психоделики? Относится ли кто либо к ней так же серьёзно к ней, как я? Думаю что нет, так как психоделика это сила, сила которая уничтожает тебя... когда я смотрел это гениальный фильм у себя в голове повторял слова ""жуть"" и ""ужас"", не из за крови и ещё чего- то визуального плана , а из за понимания, понимание невыносимой лёгкости бытия.В общем 10 из 10, смотреть советую, но при этом осторожно и только поехавшим.",1
Мастера Меча Онлайн II / Sword Art Online II,"Сало я смотрела еще с момента его выхода, поэтому в далеком 20хх-ном году я прочитала ранобэ, еще тогда была просто в восторге от сюжета и от Синон, этот персонаж мне очень запомнился и понравился, поэтому я смотрела первые серии с огромным удовольствием.Остальные арки этого сезона в ранобэ я совсем не помню, хоть убейте, возможно я с чистой совестью сразу перескочила к алисизации но точно уже не скажу. Серии про кампанию друзей проходящих квест в фэнтезийной игрушке.... я посмотрела с трудом. История Юки была уже интереснее, но тоже не впечатлила, хотя я проронила слезу в конце. В целом сезон по структуре напоминает первый, можно смотреть только первую половину.",1
Лазурные огни / Lapis Re:LiGHTs,"До безобразия бездарная режиссура и невыносимое количество глупости. Повелась на красивую рисовку, да и трейлер был хорошим... а по итогу очередная нелепая пустышка. Тайтл, кстати, является еще одним айдол-детищем KLab (Love Live, Bandori), так что по сути перед нами в который раз реклама мобилки. А это уже ничего хорошего сериалу не сулит, хотя идея была многообещающей: не каждый день видишь айдолов в фэнтези-мире. Из плюсов: как я уже сказала, рисовка, идея и выступления — 3D здесь очень добротное, даже куда более качественное, чем 2D-графика сериала. Во второй серии меня посетила мысль, что лучше бы весь сериал был выполнен в таком стиле, на модельки смотреть было гораздо приятнее, чем на всратые пять кадров в секунду. Ляпы, повальное косоглазие персонажей и кривая анатомия прилагаются. А вот в 3D девочки танцевали очень красиво, лайвы красочные и яркие, с кучей спецэффектов, прям загляденье... но это не айдол-аниме, к сожалению. Да, такой вот подвох. Тема айдолов тут раскрыта примерно никак, то же самое можно сказать и о персонажах — пресный картон, без исключений. В сериал пытались впихнуть абсолютно все: магию, дружбу, айдолов, монстров, лор, песни, школу, тайны, сюжет, а по итогу — полный ноль. Поначалу смотрелось довольно легко и забавно, пока это выглядело как милый девочкослайс, а дальше уже через силу... ну слишком все здесь глупо и неуместно. Рекомендовать подобное можно только маленьким девочкам: тут вам и милота, и принцессы, и дружба, и вот это вот все. Но проблема в том, что нормальные моэ-слайсы рассчитаны на куда более взрослую аудиторию. 5/10 — на один раз, и то со скрипом.",0
Сказ о парии / Nokemono-tachi no Yoru,"Смотрибельно, но тратить время не стоит. Как всегда подкупили пару моментов в шортсах Ютуба, как и всегда, это единственные интересные моменты.В целом смотрится легко, но если попытаться включить мозг, сразу всплывёт вопрос: ""на кой хрен я вообще это смотрю?"".Визуал средненький, саунд местами неплох, но в целом ничего особенного, персонажи клишейные картонки, как всегда хэппи-энд.",0
Старшая школа DxD New / High School DxD New,"Вполне себе отличное смешение комедии с экшеном! Можно сказать, есть приближение к золотой середине12 серийный формат не дает заскучать, почти не оставляя лишнего места. На экране либо что-то связанное с боем или сюжетом, либо достаточно забавная этти с комедией. Сюжет довольно динамичный, комедийные моменты запечатывали на моем лице, как минимум, улыбку!",1
Врата Штейна / Steins;Gate,"@MarcoAsensio[comment=7574449], Вообще главный прикол этого тайтла (аниме Кристофера Нолана), как по мне, это то, что после такой спокойной повседневности начинаются события, которые в последствии тянут за собой множество моральных выборов. Ни для кого не секрет, что аниме делали с визуальной новеллы спойлер так вот там, на каждом моменте отмены димэйла, можно было ничего не отменять и, таким образом, определялись концовки. Например можно было не отменять димейл Рукако и тогда он оставался девушкой и у них с Окабе был ребенок в последствии. В аниме адаптировали наверно самый лучший рут для подавляющего большинства зрителей . К чему я это все. Без 12ти серий ( на самом деле все же многие считают что с 6-7 серии уже +- какой-то движ есть) повседневности, потом не получишь такого эмоционального эффекта, когда спойлервсе старания Окабе разбиваются об аттракторное поле неизбежности, и Курису должна умереть, чтобы жила Маюри.. Именно благодаря этому описанию сумасшедшего альтер-эго главного героя, взаимодействий его со своими друзьями, позже понимаешь как тяжело ему на самом деле пришлось. Повторюсь, если смотреть данный тайтл в правильном порядке, то ощущения будут получены в полной мере. Объясняю почему: спойлерКонечно многим кажется, что первый сезон начинается скучно, многие мои знакомые не могли перейти порог в 6 серий. А затем события начинают крутиться так стремительно, что не успеваешь опомниться, как героя ставят перед выбором кому жить, а затем и вовсе буквально через несколько серий хэппиэнд, магические послания из будущего объясняют что и как делать, все счастливы. Если же не смотреть 2 последние серии 1 сезона, то эмоциональные переживания не закончатся хэппиэндом так быстро. Достаточно посмотреть вместо 23 серии 1 сезона спешл, и тогда история сильно повернется, Окабе сломается. А весь нулевой сезон атмосфера подавленности главного героя захлестнет вас с головой, и  вы уже даже не будете подозревать, что Курису вообще можно спасти. Главная заслуга Врат, это эмоциональные американские горки. Научные описания манипуляций со временем вполне на уровне объяснены в новелле, в аниме адаптации все не так хорошо, но для обывателя очень даже.спойлерКасательно моментов где гг удается убегать и постоянно отправлять себя в прошлое не смотря на охрану и все такое, опять же в новелле была картина более красочной, буквально было, что он садился за машину для прыжков во времени, уже полуживым, с пулями в теле, под огнем злых ребятТо что в новелле все правильно, а в адаптации нет, конечно же не оправдывает тайтл, но поймите, что все не засунуть в сезон, даже два.спойлерНапример полностью была пропущена арка с Райнет турниром, в аниме лишь показали как на Фейрис нападают и все. В новелле была целая история, сильно дополняющая пробелы во взаимоотношении Фейрис с гг.Подводя итог могу лишь сказать, что Врата, просмотренные в правильном порядке, принесут вам очень много впечатлений и надолго запомнятся. Можно даже не смотреть сезоны, а пройти две новеллки, но тогда экранизированный рут вам не гарантирован.Фанатам адаптации могу посоветовать пройти Steins;gate Elite, там все тоже самое но с рисовкой из аниме.",1
Красавица-воин Сейлор Мун: Кристалл — Апостолы смерти / Bishoujo Senshi Sailor Moon Crystal Season III,"Что предыдущий сезон, что этот понравились в разы больше ""оригинала"".Почему? Потому что оригинал - да, детство и все дела, но при пересмотре в более осознанном возрасте и уж тем более после прочтения манги...я его не люблю. Жалко только, что мангака побыстрее свернула проект благодаря той ругани, что возникла с создателями ""оригинала"".Именно Кристалл следует манге и только за это его можно любить и обожать. Нет тонны филлеров, нет придуманных (высосанных из пальца) злодеев и всякой ерунды. нет изменения персонажей, нет придуманной создателями прошлой адоптации вражды на ровном месте. Да ё-моё, Мамору наконец-то не вызывает отвращения, не кажется абсолютно ненужным персонажем (UPD: и наконец нет ощущения, что Усаги должна быть не с ним, нет желания, чтобы она с ним порвала, а в случае с основным пейрингом всего сериала негативные пор отношению к нему чувства - зло). Как и Чибиуса. Сама Усаги растёт. Она становится умнее, спокойнее, именно в эту Усаги ты веришь - да. она будущая королева. А прошлая Усаги...осталась по большей части истеричкой, в принципе тупо комичным персонажем с режимом ""я ещё геройствую, но при этом туплю безжалостно, несмотря на уже большой опыт в битвах"".И юрийная пара тоже 10 из 10. Да в принципе всё лучше.Но если прям до безумия фанатеете от старой экранизации (и, тем более, если не знакомились с оригиналом), даже при пересмотре в сознательном возрасте - да, это не для вас. Не надо.Тем, кто разочаровался в старой экранизации, кто полюбил именно оригинал (мангу), кто не прям фанатеет от старого варианта (включая желание ""хочу так же, но мб поменьше серий и с улучшенной графикой"") - смотреть, смотреть и ещё раз смотреть.Очень и очень жаль, что могут не экранизировать до конца. Очень бы хотелось увидеть нормальных Старлайтов и уж тем более Last boss, а не ту фигню, ту отсебятину (и это факт) что сделали из них в предыдущей экранизации.UPD2: ах да, любителям яойной парочки из предыдущей версии будет грустно. Ну что поделаешь - это тоже было отсебятиной от предыдущей экранизации. Хотя тут трагичнее, имхо. И, пожалуйста, когда судите - помните, что ""вооот, они сделали не так, как было в ОРИГИНАЛЕ"" является враньём. Помните, что именно этот сериал смотрит на мангу. Не оглядывается на предыдущий вариант, а именно экранизирует мангу. Это крайне важно, чтобы не было ""а вот *имя персонажа* себя иначе вёл(а) и делал(а) иное"". Это в той экранизации *имя персонажа* так делал(а). И то была выдумка сценаристов. И, надо признать, та экранизация явно очень даже оглядывалась на то, чтобы продать побольше мерча и продлить сериал (оттуда и ТОННА филлеров и отсебятины).",1
Непутёвый ученик в школе магии / Mahouka Koukou no Rettousei,"Ну казалось бы, завязка неплохая, научно обснованная магия, школа этой самой магии, неравноправие, недооценённый ГГ (не имба в самом начале и не тряпка). Графика хороша, музыка вполне ничего. В первых же сериях показывают хороший экшен, НО. Вот у нас неожиданно появляется гарем, который начинает вертеться вокруг героя, вот у нас ГГ теперь уже лютейшая имба, должного объяснения всей той магии, которая будет мелькать под конец аниме, просто-напросто нет. Принимайте это как данное. Экшен мелькает редко, но где он есть - несомненно хорош. Но вопросы к сюжету возникают слишком часто. Например, спойлер то есть у нас ГГ вроде как лейтенант вооружённых сил, но при этом сколько ему лет? Он вроде как в старшей школе, когда успел уже ""понюхать пороху"" и дослужиться до своего звания? Да-да, он со своими силами может захватить весь мир так-то, но всё равно, это не так уж и логично. Плюс остальные школьнички ведут себя прямо как бравые бойцы, когда на их школу нападают террористы (да и вообще во всех ситуациях, когда на них нападают террористы). Абсолютно все знают, как надо действовать, от одноклассников ГГ до девчули-президента студ.совета. Но откуда у них этот боевой опыт? Непонятно. Ещё и в конце нам поясняют про способность ГГ по сути откатывать состояние всего (людей и предметов) на определённый промежуток времени, фактически воскрешая людей (что он и делает в последних сериях). Но при этом тут же его сестрёнка говорит, что эта способность имеет огромный минус - пользователь этой способности чувствует всю боль того, кого откатывает, в стократном (на самом деле больше, но формулу эту я не понял) размере. Но хоть раз ГГ у нас повёл бровью при воскрешении? Нет! Нам говорили про то, что его лишили всех чувств, кроме любви к сестрёнке, но к чему тогда эта самая сестрёнка говорит про этот минус, обосновывая то, почему он не может использовать эту способность во благо других, если боли-то он не чувствует? Нелогично. Плюс нам ещё говорят, что весь ГГ заполнен этой самой силой отката людей и предметов, что в нём не осталось места для другой магии, поэтому он плох в практике. Но это не мешает ему с помощью какой-то винтовки стереть с лица земли местность с размером в половину Японии, при этом даже не вспотев. Да и опять же, он самой разнообразной магией пользуется от начала и до конца аниме, где же ограничения, о которых говорила его сестрёнка? Божечки, дисбаланс в способностях ГГ настолько очевидный, что ну ей богу, так нельзя вообще. Плюс различные проблемы, с которыми сталкиваются школьники по сюжету, решаются по одному сценарию. Да и эти сами проблемы однотипны. Персонажи почти все - неинтересное клише, но это уже на вкус и цвет. Ставлю этому аниме субъективную шестёрку из десяти (для меня это очень низкая оценка на самом деле), но в целом смотреть можно, если только головой не думать во время просмотра. Экшен, куча тяночек и крутой (даже слишком) главный герой вполне могут скрасить просмотр этого чуда.",0
Шестая зона / No.6,"Дистопия, похожая на кучу других дистопий.Как-то слабо зашло. Досмотрела только потому, что короткий. У персонажей куча сильных эмоций, но сопереживать им как-то совсем не получается. Очень куцо. Лесной народ, жертва геноцида всего в паре кадров. У них некая всесильная повелительница, ни почему ее считают всесильной, ни зачем хотят воскресить, ни как собирались контролировать или воспользоваться ее загадочной силой, ни черта не понятно.Экзальтированность Шиона немного раздражает. Он вроде образованный умник, но какая польза от его ума повстанцам из трущоб? собак купать каждый дурак сможет. И то, как этот умник рассуждает о производстве вакцины из своей крови... ууууу. Выжил он, понимаешь. Так ведь не за счет трудов имунной системы выжил, а потому, что вредоносное существо тупо вырезали еще до того, как организм почуял неприятности, откуда антителам взяться?Недзуми, суровый снаружи, нежный внутри и этот контраст вроде как должен вызывать какие-то теплые чувства, но он это так однотипно делает, что теплых чувств хватает ненадолго.Мыши понравились. И собаководша.Фансервис заметила, ну миленько это все, но на одном фансервисе как-то далеко не уедешь.",0
Энергичная Кёка! / Energy Kyouka!!,"Энергичная... шлюха.Абсолютно мусорный тайтл. Я не являюсь моралофагом и не имею абсолютно ничего против девушек (в реальности или в хентае) примеряющих на себя реверс-образ Казановы в том случае, если делают они это из-за любви к сексу (что тут сделаешь - ну вот такие они ""любвеобильные""). Здесь же. нам. самым прямым образом демонстрируется, что главной героине тупо нужны деньги и предается утехам она исключительно ради них. Присутствие во втором эпизоде трапо-девочки (пусть и очень миленькой) как для меня тоже плюсом не является, а попытка в конце приплести подобие романтики смотриться крайне жалко.Ещё один ""бонус-минус"" ко всему вышесказанному - посредственная рисовка (хотя анимация - более-менее) и отвратный чардиз грудастых героинь (но это уже вкусовщина).4 из 10",0
